Address,Nii Balance
0xe4e6b25491be67550b4352d4d6c866f4ef420c59,134793.41869500387
0x91977d46d97e342c758f467f479d3cd6036f6a65,100074.63333278864
0x7657aaf0148e8909cb3ef2f34453a8da88e61e2c,3046.384106246163
0x6c0c130c28d4729b7f5f2f677d38b13cf149f6a8,264578.21517259325
0x510967000980fa929e90240865c1663a73dd4c89,1462593.6501642163
0x43fe2a753eea0c047276b218276ba199afb5407b,12089.206101509073
0x4ffc5f22770ab6046c8d66dabae3a9cd1e7a03e7,186818.29881913515
0xb0a11909d47dcc77c1480680b6244730de30a110,49853.50952475591
0x8fe08b3f685f901bce13d6a47336a93314eb6bea,886064.8481933264
0x046d02c72b05f8c1dd231b16aa1765402cecedee,190716.67950066843
0x53321add1b4c3ac7904c226db7a7a557843dc1b0,614276.4519602348
0x28a77a8065d0f4df7d3652df7e437e3a570dda49,8383.88540573742
0x02c68e3de38b00f958a53bd9182d09120312b2a2,1579059.3256126675
0x6e0f74ce1630529e766f6ce0d6b5d8d655a897bf,789009.2353320072
0xb0b5903b0313bdc8c1be8bb5a248403a133b3602,5238.692724521695
0x3a44a4b846a82b51b4c1514cd94570ba58a4e5ca,154769.95964686145
0x27672f718d6b66959d6cfc532d21bc4dd43a3edb,13396.130897966275
0x5bc596dc71713bcfce2823716ba8956db07d4396,60526.68536837102
0x36b36bf4ada50d2a5d3d845ab5dad64fa6049d39,48771.195625220724
0xb5a48fed4d5aba3e52cfc81b21356857a7b48b4c,23.982140849749626
0x018fda7b2487668f51f35068fefbb9384aaca2ea,388.2828552691519
0x0b31aca8dea403e6dc51c0415829bc57ffbbd293,41326.118455096264
0xe07447c156419e607420d5969cd04495926222a7,32176.699458787134
0xd58d784275de311c78a2a28cf0c3b8e8ad8e2fa8,2252839.309611032
0x88f0528bbb5f187ff71ce6f243b5070b1ba6747b,597896.7268681356
0x9c6318529423f55f48bac8039a9c4bf88bade0d4,93860.30727912513
0x699ec5ea61d5a65b8a306f74c25c126fcc3def2d,1081893.9147737387
0x2e03d47581ac3ee21aa04d211006c86375f8206b,38020.51764341522
0x52f7ddae0d3cb90e38de6257fb33d0cadd8f7dca,5528.236381754667
0x08f8f2e7d15b821cf2a3bb6824279d473dd7508b,87016.2142023201
0x95880f2e70203f759168665feb6948e81fe5df77,63400.95559125758
0x18277f2d3f5ec2d10f8bf14b3e17bfd7c1adc51f,43398.44673985128
0xc88f7ab67602ea3bdd2ce05679a8405acaf76664,97265.61890241224
0xca52dac830a96488ab73038b8ef5bcc43440def3,168884.86322640665
0x14860fe9fe1fabcca60635c332dde3be1679e53a,1222.9940149616884
