Address,Nii Balance
0xae6970504929b77bc03a58fce0b24474a63207bd,5353839.011497993
0x7657aaf0148e8909cb3ef2f34453a8da88e61e2c,2325458.7718373123
0x5bb8bdd0057224700d4183a594e8cd0b9773f7e3,877429.4719928711
0x83e3e81ad90054133da6ae1bc76811fbfb355eef,448754.4137042673
0xfb9714764cfe3972b9ba042416363a971aca2544,413105.5136997291
0x5b0493915b7dbbc02dab42d0fdf9cbd4f73857f8,409357.47390781745
0xaa2e6cf773a62f194ccaf69e53608c91e4ad8a9a,321106.89276541385
0xc88f7ab67602ea3bdd2ce05679a8405acaf76664,295108.1222995969
0x4676d6f83f6a318b65310765675ac4959e0a530c,249537.07812481376
0x14e8ba8e21c280c7cdc15542ae7102b55555ffe8,232231.1238211019
0x555a3fe6f9d4ab078aa918f30b67e963d9614fdc,110446.89200512064
0x3651aad27d682dad03bf9a080be45f433cd9abf7,0.012319131370419088
0x5f483a54911acbb7fc7e3d4ecff4868c7d46d4a3,15.547228615615442
