Address, Nii Earned
0xaeabe173e4f1bba4c3b4664ea206b0b77152d458,2540691.611783051132512
0xdeb33d36edefca64a69f82b70822ccb833f04811,998120.565224963093839
0xfbd431706498d51b6f028623bdbb2af9b874fe38,436929.921990136283331
0x5ef5be70a3c591f55a29a2d644cabb8e7f15850e,345072.451271099998773
0xaed9075d1bdd046bc1af03c476517ebb2768acf7,43059.280919130611478
0xbf44eb4f4b9e344828c933a62789457b0edb8dca,3993.017292046314121
