Address,Nii Earned
0x9fff1b64a5a423c1875057ea17bc13296440d082,1942478.598434262351434
0x137d9174d3bd00f2153dcc0fe7af712d3876a71e,675240.307766659649101
0xb675b6996785dab61e806fef87f19f7213d4a63f,1170006.632949255292677
0xa8e2212aa6eb086fd5256f0fe3e798c3a3d784c7,120292.199295791878007
0x4526416fd85bdf61628a4042eb37b52674ce48c1,109484.072178541094341
0xbf44eb4f4b9e344828c933a62789457b0edb8dca,156326.267917604844914
