Address,Nii Balance
0xb93d69bbec0207e2234f93d6f8cc2a51a2bcaab8, 181444613.573807060718536
0x310249c0ab6869e38bf325aada7fcc0258ce2fea, 62170663.591307677328587
0xeac657b647d079aa4210fcc9156b8a6d4320d946, 33480069.492916140705347
0xd723993d38470f3b21ae0acb675b481c84420317, 11169203.594328243285418
0xc4a405fa62bd609b2fbe9a9ab3a2961d060cb760, 11036390.325206499546766
