Address,Nii Earned
0x59fa29f3dc7e1cbbd2ba549a2a1bab3212bb6385,5894283.952225679229082
0xbf44eb4f4b9e344828c933a62789457b0edb8dca,7871.567064853486083
0xb0b5903b0313bdc8c1be8bb5a248403a133b3602,840.563074888088962
