Address,Nii Balance
0x89558834c3169191946dd22ebc9a068101c6a72b,4321291584.273122
0xe8575e787e28bcb0ee3046605f795bf883e82e84,1069697443.639962988169948
0x0d0707963952f2fba59dd06f2b425ace40b492fe,1107817060.548171897010295
0x9c90562b8283623b2636630ae7cc6b61d68b49ff,452980909.334052128574523
0xab20d76e9007165ea4271cf2be365c9a06bf5468,439906156.476403041686168
0x5bf6985e5cc4e2f2b2aae1ea36bf9e6a0aad0f08,403942945.296957424045143
0xbdd2d799ce3e1d0e4987448dcb1d054962a855b6,347437484.101266332274382
0x5e3794f30a249646e6d4921ea6803e1bbef676f0,336338365.52089855641607
0x1266bc91e136333d977c5ac56ea9cda1deb32c01,329085289.649969740967507
0x3b87a94ea3d8078cd55f234d83ed2ca365f500a5,312032384.0
0xf89b7761ee488f15a38430d35732e92982342584,266498177.15
0x9077d5e6bdd00a842e59b8ee6d4e007a85d8b36b,238021237.44
0x17489f1d449db1e74bc13230eaad07337e52bc8a,235439704.750137125844176
0x4c12b2e42cda23a526d77a4f7947202f28f190ee,225052227.436555967586055
0x21f72a3e326a91921b13d1a98fbb144e44e84102,205394022.11
0xeb26dfc043d3bd288c2569b37a804768d5fb5faa,197182560.153601332717462
0x677a1b5202adfae9de5256e445cba30a0478e449,194495600.975592968745935
0xecd221609bce2c468ddc186a0ef806d35b1ebea8,188570936.697037042086591
0x3384e2d432acd178d26c76f56fb17e17c18ee760,182181518.045585175990506
0x0bbec32ed551c9cf2820f4bdf1d6d4ad12b8afe5,182181516.060123414345868
0x130de2dfb57bda4c1e15b6fec3c1a0897aa3b6d5,182181516.054281258517121
0xbfba343dcabbcbcdc620029398f0586e5909a2d5,182181516.042664098075947
0xafbea4c526efd46d989e705f5dbfd2c8cd81df41,182181516.042664098075947
0x8e24bc98de4c08c54ef364305a105551971886cd,182181516.036889093463534
0x501b16f42b6e3bbbe173843dbb9accf8b56a7ad9,182181516.036889
0x4cdcd45ec0c385af660e6534b52871cb769021bf,182181516.025204
0x6abea3970a4756dc6ec02d4dfc145453bdfd65a0,182181516.0223507
0x96e47c15801016ae5cb61a7852c51e41c34ca44c,182181516.010666
0x59b18d18b8e1411fe3f68868409247c79e1c58e2,169172941.1488
0x3a8b567b7ca29bd79e617103b333c43d45c4ef76,168588474.093013450809151
0xb05735f55d281faed6aeb1a8f9d868ff3541c1e3,167865072.925325552850732
0x77cf26dccbcd73beef4a3c3e2a0b336968554f84,166243468.383533729611658
0xfa1644156bdc330cc8df279a84c3b33c87a464ea,159979599.435943260541391
0x1141a2881050320c927aa04d293530cd2db6870b,151676778.726592570587676
0xc07d48013de48b5950b977f74f0475fda8b382c3,150163751.145565
0xafb087b2257d8e8a509dbd6e05f8c31b6b3ec4be,138845721.84
0x4e1763e8916e11b2dd6fdd70ab4aab31faff3c53,138046535.0
0x5f92890a6df5263aeed00e5d00b47ce67710a14a,0.007188044437623
0x006541705ef9cc77042d99b569bae14ae8388cf6,133841018.0
0x5e2f623089f10476a0ca70b69a1429284f72d2e5,966217.807833805606057
0xdfd75664ad849fd424783fa9ee27738e6ef2a27a,114724354.562255742752307
0xd2b0226b8d3f39540ca31406445862268781bed6,113050647.063044492260052
0x538527f25817ab925e7132939124ece196c30127,113050647.063044492260052
0x513ae4015edb9e7d6e8c752cb0253675540a5676,105150766.43309742949712
0xd0be1fded5d964619b92b3672c08c43305529be0,23968673.762090819946115
0x29128301a6781b2a3b92bd14a6fc8d5d215bad37,102018978.590493189896487
0x75a5602c51ee5cea69d92966c9026d9e194811a5,100989025.328303126102689
0x2d5cf317f047e253ac6e146531e75b38e5f85082,99913407.33225270673895
0xc1b968e63be634e1d0c6351c68fed94f54b93a13,92437935.021176522649549
0x552b185736d17966e3320f4b27f6326bacb4fc6c,91821134.958205873944547
0x870ca5c4319f8e534e2b5eb3ef0d82d6d4279e5d,89272754.810386601996539
0xf372a0b130054525a384ef72a478c249ec3bde99,87116842.837339769516079
0x4efe20c04a075ed05ea4909fa74d506b40ff40c9,86563221.45502037006741
0x6993bc74575eb01c46699a3fd4647d40e5f97c21,71990460.04556711046267
0x40a09fd780272d7c36dff327837aac398d627693,69930069.930069930069944
0x3d1f07ab1c332148819215c8f0748fbb64903d11,69930069.930069930069944
0xe7c95ff408c38a96fee5dd3316eff52a99d9e8bf,69362054.932123014985567
0xaa2db1abcb03c5e6ca785e372a70ca965dfbf979,69312017.0
0x22d00e546ef6c0517ff96cc603c32847224dbda2,68449372.0
0xadd31cc41500bd29d658a80ef51e77b21f6bf9c1,66050529.911546159396903
0x9e4074662b07b2864e45f959796fd68deeebafd4,65713857.0
0x52a6c99edf5a8b84ff658b80954b370edf2bc08a,63831616.368101161531845
0xcdd8829e819a0e1a6e3feb10e42284edf5165e45,60873277.54394963
0x64b5ef118ff2e224e3066837151c470da07285fb,60029085.069778328380502
0x228271d0ce7584a358333065e6aa5b7a9423d814,60000000.0
0x9def74cbca2af865b2f9c623135c931c6226de3e,53357638.666280651214558
0xc29681ab980f5779381194ec75f27c6d742e2120,48766215.0
0x8843ca4adfc80e331164c3531585436cce739af1,48766215.0
0xd00463fb053557999d832b7f9c35459ef47db0c7,44641319.731356692878822
0x1c89edadd9215f3623a5bf02f5bb0e990c627069,44245399.416856276383025
0x116df489152b5417d9fa918383498b6fbf95029c,43276145.000000000713927
0x954f9bd1643d0ef9da1f0d16f75725e98e796522,40511140.285159268126099
0xfb384cb39f995353f71b8af29f09fd976e5a0d82,39535739.881571781921882
0x6ff9ac129b8869b5fa37282cdedf71d637f495f7,39291777.611476849812993
0xf142b64401c588704bc714a4bf35e650c6ca356e,39160839.160839160839172
0x1afa664a52d1f0df0f736a405327222ce07370ff,38740653.510239031369566
0xa0cb9abcb5cc072ca1e3fbbc89a7c3888f4e3ea7,38601395.94
0xeec4c37372d106ebb78171eda00c5bc40fe2188e,38000000.00000224074
0x8e2f57403d6616d8f772f1c3927ea7813765d3ee,36247550.0
0x0ea1a4dd6ca31aea721f873b6050d4ff82ee9ca7,35742619.46
0x91977d46d97e342c758f467f479d3cd6036f6a65,35046885.708650226817432
0x848cf213cdf4faf07b86e0bd2ae97029d9a72fdb,527593.054912725481722
0xc83bbf65ae280c6d9c28665b52d7391e449d5f95,34438027.46
0x351d7c5e2e2fc9f7ff2630166cfc6fda8876eef9,33050000.0
0x7d30768791674d1d2852e8d674306939054d935c,30767125.258660603941273
0x2c940d0889f8261e0f6b4d23f253a4c6cb862780,30415842.528243260373071
0xa74d8f9559a034e5d5958ab3276ab8770ed29d01,30000000.0
0x45cc05de291388a43ed52771d36f9ee72084da11,29130127.527246676139428
0xcbb402e6500ac81ab1071789b39e7cfe392a00d3,29000001.0
0x2b9f81b7f9e9f7ce7382db897b09f2801f0c5c1d,28938864.144985233073332
0x832b74b549f2a530e702f8b03142a6ca05f56d48,28250306.41
0x69aa8f8ab8cd7e5c906ca70b8a396c0856a32d70,27600000.0
0x35f13debf31430eb08bb07fb01431dd0e428c143,1646218.436633390556398
0x08c5ebb09c9b004dfdc4d3ed893a64ad8d0b6d61,27027798.459640922965233
0xa7bb7f4901d3911341dc89102aa46d9b4c256be7,26828904.564850479312116
0x934d35e3c431517d26b4a9c190686e1d1d84bd49,26787975.168824470199607
0x85b4405607a9dd7b356e0e57013faefea72daed0,25755167.078887478356813
0x42f9bbdc70cb5be6de75173c89f80c976c799e71,25684696.994372287603372
0xe99542dce4b126057a439cf49a1675929e80055e,25282897.247426962127162
0x47dfea893fdb7c316af4e460a47623dd12355e1d,25023245.781641527358212
0x79cdb8174e097db3a391d29aefc988581456cf00,25018411.891476006545188
0x4c3fee7c5963eb7d981d53fe660642ee712a4653,24969908.843016200272787
0x502697aefe10b8dc2921f848880cad1ae3c72223,24800000.0
0xdc441cb6ba9f1299bd3be583333a8e6f4a71a546,24593287.0
0xaf7e2b868aa9322a6dfdfa9b4f84762371681e6e,24059677.873206738957699
0x35abd2aa000932332638bec743044e4ff8f89c97,23761681.467104053401312
0x91d3071e34a5caeea8ab1f6767de3958b743aa2f,23619244.0302287
0x37ec136bddc3db77681389b9236a9cdce37b4e70,23368330.5477
0x0b25d4412905212c7276a87f72677ed1c2d3a405,2917330.180212110588515
0xcb1204525f1dcf833d8b41eb4427bb916cb3d839,23069839.215373660855005
0xa9dd118bd65b13af180161d68cb97dad66c4f0c6,22859822.825289636414729
0x0784ab52956ffb3309a98182361c6dab3d35d4a6,22356996.936870567692502
0x769d2f42978b1d150f4c3172fe57159e345a1be8,22073929.343467394994535
