Address,Nii Balance
0x4fa70e4143cc38dca0a2101e522d8c0d3f040128,58000000000.0
0xcc8d82f6ba952966e63001c7b320eef2ae729099,12288919178.231363235132845
0x327bbdeab664640a1688f03445ce06e035809b42,7409384953.819077069655122
0xf12a08011bd98b8bf52ee1f905ad728564cc8ad4,4907790928.02
0x2fce9b92a64c1ddf14a1a9e5ec6d4e4c7c9f4fdd,4000344509.807114208822272
0x7df499ef3d61adf05f5eacc4ffb0220274101dac,3899147439.005449543465896 
0x3b08a91781e4742ee42246809552e0bb7f8c8977,2136633045.714027146898709
0x2de6986d94ef9d3713c3d8eabea9ce58de5921c1,916886042.68105980532699
0x35e2e7fe71f90580e6cbdb7f7a482576681f2cee,916879414.429449203376841
0xce17cd05734d9c8c4376d1ac2e699581c41f4030,916874843.221442019815425
0x38291b8a510161b890af154e81c88a98c4505ae6,916870729.134235057842714
0x7d85965ced62ff62f137bb986b19dfd6e37e7f7d,455887676.787620890204208
0x5aac14ca709846c709f746350ca1f739462027a3,295392879.506768414719165
0xc58e1141a17bf31de10a308a50a87052e309b3f2,227700396.188404806186639
0x7ebdc6eea1ac7a0ec3df52beb1d9a4e4f61c0085,226796633.339363616517101
0xdf9ffe173563990dd13ff2d3b8b0042e3c781c3b,197230026.432339810913116
0x33824490d5414b3729012f8a91b15b51780afc2f,176719652.662041782203365
0x9bba289a515fbeae242dfe9e47212acfaf4886be,147428866.541977987520531
0x94dd1689e589c5ea824c5bb83529f5ef43f68592,78000078.000078
0x7f11c2e1b54650c9064e202eb46e6113f8e6cab7,35455823.326037138133094
0x0b033c120d711d9e95392cb4be5cf0586ee4360a,11879278.27686727509634
0x7c8155909cd385f120a56ef90728dd50f9ccbe52,3643434.524939834480306
0x8ee93bc8aa2b471b795fec435c678ae36ea979aa,1969222.654382926283353
0x5f9ecf757137d5ef4330ab72d18163c2f221befd,1232538.910000000016384
0x852e5427c86a3b46dd25e5fe027bb15f53c4bcb8,1009794.430694699813946
0x7c11a005dfd95d16908ea06f66796d38a571f903,927000.4356597014
0xc303cacbc16f41baf140d588f264245eb23da8f4,567209.905726669720385
0xca226bd9c754f1283123d32b2a7cf62a722f8ada,33304.914890846784281
0x46991f4886b186aed7af7cd6422d8f79e25785c6,175922.322733839354318
0xc0354bdaf2966bffe4e7237166be42ef2ad252af,152097.585573816683411
0x35b05626058b9577dd94362393e860b79f5c28e2,150736.596343137469142
0x000000fee13a103a10d593b9ae06b3e05f2e7e1c,41369.2529535819378
0xd6ba439d40e20f5c6461abd9468a82c900f77f28,126861.536909274616102
0x728ee2749b21bd689ea9b21c5f6a6d1d729608d8,115325.939534434463443
0xe718d9806207be94233b84494a8379385d35085a,75651.651214275385222
0x4a183b7ed67b9e14b3f45abfb2cf44ed22c29e54,74315.796206509401363
0x9008d19f58aabd9ed0d60971565aa8510560ab41,68453.040703489750106
0x84d99aa569d93a9ca187d83734c8c4a519c4e9b1,50076.312311656240167
0xf1a91c7d44768070f711c68f33a7ca25c8d30268,50000.0
0x965dc72531bc322cab5537d432bb14451cabb30d,43841.93111046064884
0x780531d871c919fdc98159da6ac98e84ad9c95e8,38087.355408947391708
0xe789c5566b53546d46a0af48a4bd3f062d1fefd1,31477.283878519583472
